id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
843741511466971913,https://www.airbnb.com/rooms/843741511466971913,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★5.0 · 2 bedrooms · 3 beds · 2 baths,,"This condo is located in one of Bozeman's fastest growing neighborhoods. You can enjoy parks and walking trails, along with some of Bozeman's best restaurants!",https://a0.muscache.com/pictures/miso/Hosting-843741511466971913/original/40b080e3-b660-4f5b-9a4d-4bc3b4748a87.jpeg,441896318,https://www.airbnb.com/users/show/441896318,Payton,2022-01-24,"Bozeman, MT","Hello, I was born and raised in Bozeman Montana and I am just beginning my Airbnb journey. My goal is to give each and every guest an authentic taste of my hometown and leave them with memories that will last a lifetime.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/08ba5815-2667-42e2-a38f-a62217858f99.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/08ba5815-2667-42e2-a38f-a62217858f99.jpg?aki_policy=profile_x_medium,,18,19,"['email', 'phone', 'work_email']",t,f,"Bozeman, Montana, United States",Bozeman,,45.67502,-111.11232,Entire condo,Entire home/apt,6,,2 baths,,3,[],$134.00,1,180,1,2,1125,1125,2.0,1125.0,,t,7,21,51,306,2023-12-10,44,44,3,2023-03-18,2023-12-03,5.0,5.0,5.0,4.95,5.0,4.95,4.91,,f,11,11,0,0,4.93
843767329683138688,https://www.airbnb.com/rooms/843767329683138688,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★4.97 · 2 bedrooms · 3 beds · 2 baths,,"This condo is located in one of Bozeman's fastest growing neighborhoods. Enjoy parks and walking trails near by, along with some of Bozeman's best restaurants.",https://a0.muscache.com/pictures/miso/Hosting-843767329683138688/original/eee2fd22-6714-41a4-9bcd-91b971702f3b.jpeg,441896318,https://www.airbnb.com/users/show/441896318,Payton,2022-01-24,"Bozeman, MT","Hello, I was born and raised in Bozeman Montana and I am just beginning my Airbnb journey. My goal is to give each and every guest an authentic taste of my hometown and leave them with memories that will last a lifetime.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/08ba5815-2667-42e2-a38f-a62217858f99.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/08ba5815-2667-42e2-a38f-a62217858f99.jpg?aki_policy=profile_x_medium,,18,19,"['email', 'phone', 'work_email']",t,f,"Bozeman, Montana, United States",Bozeman,,45.6732,-111.11339,Entire condo,Entire home/apt,6,,2 baths,,3,[],$129.00,1,180,1,2,1125,1125,2.0,1125.0,,t,13,30,54,305,2023-12-10,32,32,1,2023-03-19,2023-12-01,4.97,4.97,5.0,4.84,4.97,4.94,4.91,,f,11,11,0,0,3.60
843789240315372626,https://www.airbnb.com/rooms/843789240315372626,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★4.92 · 2 bedrooms · 3 beds · 2 baths,,"This condo is located in one of Bozeman's fastest growing neighborhoods. You can enjoy parks and walking trails, along with some of Bozeman's best restaurants!",https://a0.muscache.com/pictures/miso/Hosting-843789240315372626/original/2f152f4f-aaef-47cd-82dd-e91f357729b2.jpeg,441896318,https://www.airbnb.com/users/show/441896318,Payton,2022-01-24,"Bozeman, MT","Hello, I was born and raised in Bozeman Montana and I am just beginning my Airbnb journey. My goal is to give each and every guest an authentic taste of my hometown and leave them with memories that will last a lifetime.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/08ba5815-2667-42e2-a38f-a62217858f99.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/08ba5815-2667-42e2-a38f-a62217858f99.jpg?aki_policy=profile_x_medium,,18,19,"['email', 'phone', 'work_email']",t,f,"Bozeman, Montana, United States",Bozeman,,45.67333,-111.11243,Entire condo,Entire home/apt,6,,2 baths,,3,[],$132.00,1,180,1,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2023-12-10,35,35,1,2023-03-24,2023-11-24,4.92,4.94,4.97,4.92,4.94,4.86,4.86,,f,11,11,0,0,4.01
848829593971076898,https://www.airbnb.com/rooms/848829593971076898,20231210055146,2023-12-10,city scrape,Home in Bozeman · 5 bedrooms · 5 beds · 3.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-848829593971076898/original/e7226abd-b721-499a-a15d-6fa3f4bec821.jpeg,127451313,https://www.airbnb.com/users/show/127451313,Pamela,2017-04-24,"Bozeman, MT","I have lived in the Gallatin Valley for over 25 years and love the things that it has to offer from hiking, skiing, biking, restaurants and music. I am happy to share information about any of them.",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/45af0c34-d5a2-44f5-a1f1-56f27cdff9e0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/45af0c34-d5a2-44f5-a1f1-56f27cdff9e0.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Bozeman,,45.67247,-111.03668,Entire home,Entire home/apt,10,,3.5 baths,,5,[],$825.00,5,31,5,5,31,31,5.0,31.0,,t,13,43,73,95,2023-12-10,1,1,1,2023-11-27,2023-11-27,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,f,2,2,0,0,1
849345148607706000,https://www.airbnb.com/rooms/849345148607706000,20231210055146,2023-12-10,previous scrape,Home in Bozeman · ★5.0 · 2 bedrooms · 2 beds · 2.5 baths,,Our home is walkable to 2 main grocery stores and restaurants. We are less than a mile from the heart of downtown Bozeman.,https://a0.muscache.com/pictures/73e5412c-8861-45dd-b889-ecd32a07b8b2.jpg,4461657,https://www.airbnb.com/users/show/4461657,Susie,2012-12-21,"Bozeman, MT","My husband and I are from Bozeman, Mt. We love to hike and spend most of our time enjoying everything that Montana has to offer with our fur babies Quina and Harley Quinn.

I’m an artist and Chad is a geologist.
We love good food and music, we are very happy, chill people.",N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/User-4461657/original/cdb61dd3-7482-4a35-832b-bfdf0b29af92.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-4461657/original/cdb61dd3-7482-4a35-832b-bfdf0b29af92.jpeg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.67742,-111.05745,Entire home,Entire home/apt,4,,2.5 baths,,2,[],$143.00,30,90,30,30,1125,1125,30.0,1125.0,,f,0,0,0,0,2023-12-10,7,7,0,2023-04-23,2023-09-09,5.0,5.0,5.0,5.0,5.0,4.71,5.0,,f,1,1,0,0,0.91
850060899218507018,https://www.airbnb.com/rooms/850060899218507018,20231210055146,2023-12-10,city scrape,Home in Bozeman · 2 bedrooms · 2 beds · 1.5 baths,,"Located just a couple blocks from the heart of Bozeman's thriving downtown and Main Street. In Historic Brewery District of Bozeman's Northeast Neighborhood within walking distance of coffee shops, dining, the best bakery in town, breweries, galleries, etc.",https://a0.muscache.com/pictures/miso/Hosting-850060899218507018/original/2a11a7ba-e4ca-4abf-bba1-60c98d69df39.jpeg,505986694,https://www.airbnb.com/users/show/505986694,Kristin,2023-03-18,,"",within a few hours,100%,50%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,"['email', 'phone']",f,t,"Bozeman, Montana, United States",Bozeman,,45.6841905,-111.0253778,Entire home,Entire home/apt,3,,1.5 baths,,2,[],$130.00,30,124,30,30,124,124,30.0,124.0,,t,30,53,53,304,2023-12-10,1,1,0,2023-05-22,2023-05-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.15
854255731584674616,https://www.airbnb.com/rooms/854255731584674616,20231210055146,2023-12-10,city scrape,Condo in Bozeman · 1 bedroom · 3 beds · 1 shared bath,,"Located on the south side of Bozeman permits a relaxing, peaceful neighborhood with easy access to Main Street, Triple Tree Trail, Hyalite, and more",https://a0.muscache.com/pictures/miso/Hosting-854255731584674616/original/55221e16-7343-47e6-9a60-f13d8c04c23b.jpeg,506863680,https://www.airbnb.com/users/show/506863680,Scrubs,2023-03-24,,"",within a day,50%,0%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,4,4,['phone'],f,t,"Bozeman, Montana, United States",Bozeman,,45.648715300277864,-111.04134270674591,Private room in condo,Private room,1,,1 shared bath,,3,[],$62.00,28,84,28,28,84,84,28.0,84.0,,t,30,60,90,179,2023-12-10,0,0,0,,,,,,,,,,,f,3,0,3,0,
855046323928635372,https://www.airbnb.com/rooms/855046323928635372,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★4.80 · 3 bedrooms · 4 beds · 2.5 baths,,Peaceful and quiet residential neighborhood.,https://a0.muscache.com/pictures/miso/Hosting-855046323928635372/original/b11ca20a-9295-443f-8923-85a64b19b8bc.jpeg,507016369,https://www.airbnb.com/users/show/507016369,Kerry,2023-03-25,,"",within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/6464071d-7dd9-4a05-86c6-19c35856c18f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6464071d-7dd9-4a05-86c6-19c35856c18f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Bozeman, Montana, United States",Bozeman,,45.66002,-111.03318,Entire home,Entire home/apt,8,,2.5 baths,,4,[],$301.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,20,50,80,151,2023-12-10,10,10,1,2023-05-15,2023-11-26,4.8,4.8,5.0,5.0,4.9,5.0,4.7,,f,1,1,0,0,1.43
858032290192543286,https://www.airbnb.com/rooms/858032290192543286,20231210055146,2023-12-10,city scrape,Home in Bozeman · 2 bedrooms · 3 beds · 2 baths,,,https://a0.muscache.com/pictures/prohost-api/Hosting-858032290192543286/original/1367d277-e784-44ca-9d37-79ba3675042a.jpeg,37331595,https://www.airbnb.com/users/show/37331595,Vacasa Montana,2015-07-02,,"Hi, we’re Vacasa, North America’s largest vacation rental management company. Owners of vacation homes around the world trust us to deliver exceptional service throughout your entire vacation. Professional housekeepers clean and stock each home, and our customer care team is available around the clock—with a local property manager ready to show up and help out. We like to think we offer the best of both worlds: you can enjoy a one-of-a-kind vacation experience in a unique property, without compromising on service and convenience. Check out our listings, and get in touch if you have any questions. Your vacation is our full-time job, and we'd love to help you plan your perfect getaway.",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/324462b6-b9ba-4aa3-b69e-41e90cac9f47.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/324462b6-b9ba-4aa3-b69e-41e90cac9f47.jpg?aki_policy=profile_x_medium,Cameron,116,200,"['email', 'phone']",t,t,,Bozeman,,45.68097,-111.04836,Entire home,Entire home/apt,5,,2 baths,,3,[],$301.00,3,1125,3,4,3,1125,3.1,860.9,,t,30,60,90,365,2023-12-10,2,2,0,2023-06-12,2023-06-21,4.5,5.0,4.5,5.0,4.0,4.0,3.5,,t,3,3,0,0,0.33
861755444064563786,https://www.airbnb.com/rooms/861755444064563786,20231210055146,2023-12-10,previous scrape,Rental unit in Bozeman · 1 bedroom · 1 bed · 1 bath,,"Located in the heart of downtown Bozeman, you'll be in the Cooper Park Historic District - beautiful tree-lined streets, charming historic homes, and walking distance to Main Street, Emerson Center for the Arts, and local parks.",https://a0.muscache.com/pictures/miso/Hosting-861755444064563786/original/9e0fb5fb-1182-48eb-88b1-7e5886d95e8f.jpeg,4253627,https://www.airbnb.com/users/show/4253627,Evelyn,2015-06-29,"Bozeman, MT","I love exploring the outdoors, seeing new places, and learning languages. Most often found in the North American continent, born and raised in Alaska.",N/A,N/A,75%,f,https://a0.muscache.com/im/pictures/user/5f40eeed-184d-437c-94c3-353f9b55c871.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5f40eeed-184d-437c-94c3-353f9b55c871.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Bozeman, Montana, United States",Bozeman,,45.67768,-111.04217,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$177.00,2,30,2,2,30,30,2.0,30.0,,f,0,0,0,0,2023-12-10,2,2,0,2023-05-04,2023-08-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.27
866743704687717653,https://www.airbnb.com/rooms/866743704687717653,20231210055146,2023-12-10,city scrape,Condo in Bozeman · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,"Walkable midtown area with restaurants , bars, breweries, coffee and gym close by.  Longer walk to historic downtown Bozeman.",https://a0.muscache.com/pictures/miso/Hosting-866743704687717653/original/89cd6372-d861-4863-b196-6d5465ba997f.jpeg,87300632,https://www.airbnb.com/users/show/87300632,Liz,2016-08-01,"Bozeman, MT","Thanks for taking a look and considering our vacation rental.  I began hosting with our home on the island of Hawaii in 2015.  We  sold that home in 2020 and began hosting two new homes in Montana.  In 2021, my daughter and I started hosting for our real estate clients. We seek to give you a 5 star experience with comfortable and well equipped place to stay.  Please let me know if you need any information about activities in the area.  Enjoy!",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/4f94506b-9511-4a3a-8b74-24d3ca715357.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4f94506b-9511-4a3a-8b74-24d3ca715357.jpg?aki_policy=profile_x_medium,,22,25,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.68724,-111.04437,Entire condo,Entire home/apt,4,,1 bath,,2,[],$144.00,2,365,1,3,365,365,2.7,365.0,,t,18,48,78,346,2023-12-10,19,19,0,2023-04-30,2023-10-23,5.0,5.0,5.0,4.95,4.95,5.0,5.0,,t,14,14,0,0,2.53
866800960315586200,https://www.airbnb.com/rooms/866800960315586200,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★5.0 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-866800960315586200/original/9ac5f4a3-281e-48f0-a405-00cf7dcfcce3.jpeg,85914608,https://www.airbnb.com/users/show/85914608,John,2016-07-25,"Bozeman, MT","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/a60af73a-27f0-4de2-bae2-536541a79f01.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a60af73a-27f0-4de2-bae2-536541a79f01.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Bozeman,,45.6813689591589,-111.04904246901621,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$99.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,2023-12-10,34,34,2,2023-06-04,2023-11-21,5.0,4.95,5.0,4.92,5.0,4.87,4.87,,t,2,2,0,0,5.37
868764892737614986,https://www.airbnb.com/rooms/868764892737614986,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 3 bedrooms · 3 beds · 4 baths,,"Bridger Vale is a brand-new development on Bozeman's north side.  So new, in fact, that it is still under construction.  While our home is completely finished, there are other buildings adjacent to us that are still actively being built.  As such, you can expect construction noises, crews, and a little extra mud from April until September 2023.  <br /><br />Beyond the construction, this neighborhood is home to ""Bozeman Beach,"" also known as Glen Lake Rotary Park.  This popular pond is bustling in the summer with swimmers, paddle-boarders, small watercraft, beach volleyball, and more.  Across the pond or a short drive away, you'll find MAP Brewing and the other amenities available in this neighborhood.",https://a0.muscache.com/pictures/miso/Hosting-868764892737614986/original/8af9f997-6f12-4eb0-85b1-6c311ddc4b2c.jpeg,22366054,https://www.airbnb.com/users/show/22366054,Tessa,2014-10-10,"Bozeman, MT","Hi, I’m Tessa. Originally from Missouri, I’ve been in Bozeman since 2010. I'm a mom and Licensed Montana Property Manager (RRE-RPM-LIC-109282).  My husband, Sten, is an Architect. We adore Bozeman and love sharing it with our guests. We love hiking, biking, skiing, camping, riding motorcycles, traveling near and far, and meeting new people. We share our home with our two young children.",within an hour,100%,99%,t,https://a0.muscache.com/im/users/22366054/profile_pic/1412952918/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/22366054/profile_pic/1412952918/original.jpg?aki_policy=profile_x_medium,,17,19,"['email', 'phone', 'work_email']",t,t,"Bozeman, Montana, United States",Bozeman,,45.7066366,-111.0388507,Entire home,Entire home/apt,6,,4 baths,,3,[],$299.00,2,28,2,2,28,28,2.0,28.0,,t,22,22,52,99,2023-12-10,11,11,1,2023-05-14,2023-11-27,5.0,4.91,5.0,5.0,5.0,4.64,4.91,,f,8,8,0,0,1.56
869599672855821114,https://www.airbnb.com/rooms/869599672855821114,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★4.97 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-869599672855821114/original/e30634b9-0921-46d6-a5c0-872d87c2f8e3.jpeg,219491,https://www.airbnb.com/users/show/219491,Elinor (Ellie),2010-09-01,"Bozeman, MT","",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/6aa96437-c98b-4f50-8b50-4010f249eb7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6aa96437-c98b-4f50-8b50-4010f249eb7c.jpg?aki_policy=profile_x_medium,Heart of Missoula,4,4,"['email', 'phone']",t,t,,Bozeman,,45.67824923242976,-111.04694545269012,Entire rental unit,Entire home/apt,3,,1 bath,,1,[],$105.00,1,365,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2023-12-10,29,29,3,2023-05-14,2023-11-22,4.97,5.0,5.0,4.97,4.97,4.93,4.87,,t,3,3,0,0,4.12
871253472812827687,https://www.airbnb.com/rooms/871253472812827687,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · 1 bedroom · 1 bed · 1.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-871253472812827687/original/02d134b9-567d-49aa-b7d0-0891264ff364.jpeg,370426746,https://www.airbnb.com/users/show/370426746,Kelsey,2020-10-03,"Bozeman, MT",Cinnabar MT- stay awhile! Enjoy the comforts of home while you are away! Details matter and quality is our goal. High standards and fun loving. Life is meant to be adventured :),within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-370426746/original/96cb6382-3e32-477b-a192-37a391168fb0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-370426746/original/96cb6382-3e32-477b-a192-37a391168fb0.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Bozeman,,45.70106,-111.07402,Entire rental unit,Entire home/apt,2,,1.5 baths,,1,[],$138.00,14,365,4,14,365,365,13.5,365.0,,t,0,0,25,112,2023-12-10,2,2,1,2023-08-05,2023-11-10,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,f,1,1,0,0,0.47
874123279715996557,https://www.airbnb.com/rooms/874123279715996557,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · ★5.0 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-874123279715996557/original/07c72183-a474-4538-bff1-adb65c3b4441.jpeg,18247242,https://www.airbnb.com/users/show/18247242,Kevin,2014-07-17,"Big Sky, MT","Family. Friends. Mountains. Skiing. Real Estate. Photography. Big Adventures. 

Relationships are the most important thing in life, and time spent with friends and family is what I live for. The number of great friends that I met because of Airbnb is an ever-growing list that can no longer can be counted with just fingers and toes. 

Being a host has allowed me to travel and meet others without ever boarding a plane. It is a beautiful thing for me to learn about my guests and share my love for Big Sky and the mountains with them. 

And I believe that in all things, aesthetics matter. ",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/feca35f0-f200-4949-aa63-b4f052a95463.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/feca35f0-f200-4949-aa63-b4f052a95463.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone', 'work_email']",t,t,,Bozeman,,45.64964,-111.07581,Entire rental unit,Entire home/apt,4,,1 bath,,2,[],$140.00,2,29,2,2,29,29,2.0,29.0,,t,27,57,87,267,2023-12-10,37,37,2,2023-05-09,2023-11-26,5.0,4.95,4.97,4.95,4.97,4.92,4.89,,f,1,1,0,0,5.14
874657761125528795,https://www.airbnb.com/rooms/874657761125528795,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 3 bedrooms · 3 beds · 3 baths,,Beautiful outdoor patio with extra seating and Weber grill provides the perfect place to relax and enjoy Montana sunsets.  Located just 4 miles from the heart of Downtown Bozeman this location provides easy access to downtown or the perfect retreat after a long day of exploring the many recreational opportunities that can be found in our backyard.,https://a0.muscache.com/pictures/miso/Hosting-874657761125528795/original/a5d27a24-1b50-4fd7-94d2-122c50f11746.jpeg,10719166,https://www.airbnb.com/users/show/10719166,Ted And Ann Marie,2013-12-19,"Bozeman, MT","We love being outdoors.  We live to travel.  We believe riches come from experiences, not things. 
It is important to us to live everyday to the fullest, because you never know what’s around the corner. We love adventure, travel, great food and good friends, preferably all at once. What we're after can't be purchased.
 
We are blessed with five children.  We love Montana.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/bacfc23e-2381-4566-9fab-7df8e96aa038.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bacfc23e-2381-4566-9fab-7df8e96aa038.jpg?aki_policy=profile_x_medium,,15,15,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.6884,-111.10729,Entire home,Entire home/apt,6,,3 baths,,3,[],$284.00,2,30,2,2,1125,1125,2.0,1125.0,,t,19,49,79,318,2023-12-10,7,7,0,2023-05-10,2023-09-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,7,7,0,0,0.98
875521839496363904,https://www.airbnb.com/rooms/875521839496363904,20231210055146,2023-12-10,city scrape,Home in Bozeman · 4 bedrooms · 6 beds · 3.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-875521839496363904/original/f586091d-1901-49e6-b9d4-04420504aef8.jpeg,4884278,https://www.airbnb.com/users/show/4884278,Kate,2013-01-28,,"",within a day,100%,83%,f,https://a0.muscache.com/im/pictures/user/bfa8279c-165a-4994-8560-565ffcae0e7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bfa8279c-165a-4994-8560-565ffcae0e7c.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,,Bozeman,,45.6776,-111.04399,Entire home,Entire home/apt,8,,3.5 baths,,6,[],$335.00,30,365,30,30,365,365,30.0,365.0,,t,18,39,39,168,2023-12-10,1,1,0,2023-06-09,2023-06-09,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.16
876772032673798997,https://www.airbnb.com/rooms/876772032673798997,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-876772032673798997/original/143738c6-6b55-4e05-9e87-79a8f82771e2.jpeg,4727963,https://www.airbnb.com/users/show/4727963,Matthew,2013-01-16,"Bozeman, MT","I was born and raised in Alaska, where I owned a bed and breakfast for 5 years. I am an easy and considerate guest! Moved to Bozeman, Montana to attend graduate school. Statistics! I Currently live in Bozeman and co-direct an international community service organization that works in under-resourced communities throughout the world. Running water is a plus!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/0339516e-0eee-43b6-8cbf-6e0af2dd5723.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0339516e-0eee-43b6-8cbf-6e0af2dd5723.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Bozeman,,45.68346,-111.02891,Entire home,Entire home/apt,4,,1 bath,,2,[],$124.00,3,1125,1,3,1125,1125,2.9,1125.0,,t,9,14,32,134,2023-12-10,35,35,5,2023-06-19,2023-12-04,5.0,5.0,5.0,5.0,5.0,5.0,4.91,,f,1,1,0,0,6.00
877001808494830060,https://www.airbnb.com/rooms/877001808494830060,20231210055146,2023-12-10,city scrape,Home in Bozeman · ★5.0 · 3 bedrooms · 3 beds · 2 baths,,Park across the street! Off leash dog park just down the street as well!,https://a0.muscache.com/pictures/d4eb7ef0-3896-4753-bf70-f65e791f95c8.jpg,386319797,https://www.airbnb.com/users/show/386319797,Jessie,2021-01-28,,"",within a few hours,89%,100%,t,https://a0.muscache.com/im/pictures/user/d245511c-3f41-4f41-85f7-a90cebce9bb0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d245511c-3f41-4f41-85f7-a90cebce9bb0.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.69038,-111.0935,Entire home,Entire home/apt,6,,2 baths,,3,[],$499.00,2,365,2,2,365,365,2.0,365.0,,t,23,53,83,358,2023-12-10,8,8,0,2023-05-13,2023-10-17,5.0,5.0,5.0,5.0,5.0,5.0,4.75,,t,1,1,0,0,1.13
881902444834952415,https://www.airbnb.com/rooms/881902444834952415,20231210055146,2023-12-10,city scrape,Rental unit in Bozeman · 2 bedrooms · 2 beds · 2.5 baths,,"This neighborhood is located in the highly desirable south side of Bozeman. It is less than 1 mile from the university and just 3 miles from downtown. From here, you can venture to a number of popular hiking trails. It is extremely safe, bike-friendly and the views are fantastic.",https://a0.muscache.com/pictures/miso/Hosting-881902444834952415/original/4109b209-80fb-40d7-b32d-60fcced37920.jpeg,10719166,https://www.airbnb.com/users/show/10719166,Ted And Ann Marie,2013-12-19,"Bozeman, MT","We love being outdoors.  We live to travel.  We believe riches come from experiences, not things. 
It is important to us to live everyday to the fullest, because you never know what’s around the corner. We love adventure, travel, great food and good friends, preferably all at once. What we're after can't be purchased.
 
We are blessed with five children.  We love Montana.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/bacfc23e-2381-4566-9fab-7df8e96aa038.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bacfc23e-2381-4566-9fab-7df8e96aa038.jpg?aki_policy=profile_x_medium,,15,15,"['email', 'phone']",t,t,"Bozeman, Montana, United States",Bozeman,,45.650005,-111.0686823,Entire rental unit,Entire home/apt,4,,2.5 baths,,2,[],$120.00,30,365,30,30,365,365,30.0,365.0,,t,0,0,0,69,2023-12-10,0,0,0,,,,,,,,,,,t,7,7,0,0,
